id_child,placement_start_date,placement_end_date,resource_type_on_this_placement,placement_index,removal_county,placement_county,id_provider,placement_length
14160,7/16/22,9/3/22,foster_home,2,Cook,DuPage,501541,49
14160,9/3/22,11/29/22,foster_home,3,Cook,Will,507202,87
14160,11/29/22,6/3/25,foster_home,4,Cook,Cook,500687,917
14160,6/3/25,7/4/25,foster_home,5,Cook,Kane,502985,31
14160,7/4/25,8/14/25,foster_home,6,Cook,Kane,503093,41
14161,7/19/23,8/8/23,foster_home,1,Madison,Madison,504595,20
14165,7/12/22,12/2/24,kin,1,Cook,Cook,NA,874
14165,12/2/24,7/5/25,kin,2,Cook,Cook,NA,215
14165,7/5/25,9/16/25,foster_home,3,Cook,Kane,503071,73
14165,9/16/25,9/20/25,nonfamily,4,Cook,Knox,800181,4
14165,9/20/25,5/14/26,kin,5,Cook,Cook,NA,236
14165,5/14/26,7/1/26,kin,6,Cook,Ford,NA,48
14169,1/1/22,6/24/22,kin,1,Cook,Jefferson,NA,174
14170,1/1/22,3/3/24,foster_home,1,Franklin,Franklin,502033,792
14170,3/3/24,3/26/24,kin,2,Franklin,Franklin,NA,23
14170,3/26/24,1/4/26,kin,3,Franklin,Franklin,NA,649
14170,1/4/26,2/6/26,foster_home,4,Franklin,Peoria,505473,33
14170,2/6/26,2/22/26,kin,5,Franklin,Jo Daviess,NA,16
14170,2/22/26,4/9/26,foster_home,6,Franklin,Williamson,507344,46
14170,4/9/26,5/5/26,foster_home,7,Franklin,Franklin,502082,26
14170,5/5/26,7/1/26,kin,8,Franklin,Franklin,NA,57
14172,1/1/22,11/22/22,kin,1,Cook,Cook,NA,325
14172,11/22/22,11/26/22,foster_home,2,Cook,Whiteside,506701,4
14172,11/26/22,4/16/23,foster_home,3,Cook,Will,507090,141
14172,4/16/23,10/14/23,foster_home,4,Cook,Lake,504012,181
14172,10/14/23,10/19/23,foster_home,5,Cook,Saline,505935,5
14172,10/19/23,11/17/23,foster_home,6,Cook,Lake,503897,29
14172,11/17/23,12/15/23,foster_home,7,Cook,Lake,504232,28
14172,12/15/23,2/10/24,foster_home,8,Cook,Marion,504642,57
14173,9/4/22,10/25/22,foster_home,1,DuPage,DuPage,501753,51
14175,8/25/24,11/13/24,foster_home,1,DuPage,DuPage,501598,80
14175,11/13/24,7/1/26,kin,2,DuPage,DuPage,NA,595
14176,1/1/22,9/13/23,kin,1,DuPage,DuPage,NA,620
14176,9/13/23,10/30/23,foster_home,2,DuPage,Tazewell,506369,47
14176,10/30/23,11/25/23,nonfamily,3,DuPage,St. Clair,800320,26
14176,11/25/23,1/31/24,foster_home,4,DuPage,DuPage,501625,67
14176,1/31/24,8/17/25,foster_home,5,DuPage,Ogle,505395,564
14176,8/17/25,10/2/25,foster_home,6,DuPage,Massac,504770,46
14176,10/2/25,12/4/25,kin,7,DuPage,DuPage,NA,63
14176,12/4/25,6/25/26,foster_home,8,DuPage,Wabash,506518,203
14179,8/3/25,8/30/25,foster_home,1,Cook,Gallatin,502161,27
14183,2/28/25,7/1/26,kin,1,Cook,Cook,NA,488
14184,11/13/23,1/29/24,kin,1,Jefferson,Sangamon,NA,77
14184,1/29/24,7/25/25,foster_home,2,Jefferson,Jefferson,502587,543
14185,7/9/25,9/9/25,foster_home,1,Union,DeKalb,501207,62
14185,9/9/25,7/1/26,foster_home,2,Union,Union,506384,295
14189,12/14/24,7/1/26,foster_home,1,Douglas,Douglas,501268,564
14191,1/1/22,5/24/22,kin,1,Will,Will,NA,143
14191,5/24/22,6/20/22,kin,2,Will,Kane,NA,27
14191,6/20/22,9/26/22,kin,3,Will,Cook,NA,98
14191,9/26/22,10/9/22,foster_home,4,Will,Will,506973,13
14191,10/9/22,1/13/24,foster_home,5,Will,DeKalb,501205,461
14199,1/20/26,7/1/26,foster_home,1,Lake,Massac,504748,162
14200,8/29/22,9/30/22,foster_home,1,Cook,Kane,502846,32
14200,9/30/22,10/15/22,foster_home,2,Cook,Lake,503707,15
14200,10/15/22,1/10/26,foster_home,3,Cook,Kane,503109,1183
14200,1/10/26,3/23/26,foster_home,4,Cook,Will,506946,72
14200,3/23/26,7/1/26,foster_home,5,Cook,Carroll,500317,100
14203,1/1/22,10/4/22,foster_home,1,Lake,Lake,503970,276
14207,1/1/22,4/21/22,foster_home,1,Franklin,Knox,503486,110
14207,4/21/22,4/27/22,foster_home,2,Franklin,McDonough,504799,6
14207,4/27/22,5/2/23,kin,3,Franklin,Franklin,NA,370
14208,1/1/22,5/20/22,kin,1,Lake,Crawford,NA,139
14208,5/20/22,6/30/22,foster_home,2,Lake,Gallatin,502139,41
14208,6/30/22,8/31/22,foster_home,3,Lake,Richland,505811,62
14208,8/31/22,10/5/22,foster_home,4,Lake,Lake,503915,35
14208,10/5/22,1/7/24,foster_home,5,Lake,Franklin,502071,459
14210,3/27/24,7/23/24,foster_home,1,Will,Macon,504479,118
14210,7/23/24,8/12/24,foster_home,2,Will,Mercer,505144,20
14212,1/1/22,10/16/22,kin,1,Will,Will,NA,288
14212,10/16/22,10/30/22,foster_home,2,Will,Stephenson,506313,14
14213,9/7/25,7/1/26,kin,1,Cook,Ford,NA,297
14214,1/1/22,7/20/23,kin,1,Kane,Washington,NA,565
14216,1/1/22,12/18/23,kin,1,Cook,Kane,NA,716
14216,12/18/23,7/1/26,foster_home,2,Cook,Calhoun,500291,926
14218,6/20/22,6/29/22,nonfamily,1,McHenry,Monroe,800253,9
14218,6/29/22,7/2/22,foster_home,2,McHenry,Grundy,502244,3
14219,1/1/22,5/6/22,kin,1,Kane,Saline,NA,125
14219,5/6/22,7/5/22,foster_home,2,Kane,Franklin,502038,60
14219,7/5/22,7/22/22,foster_home,3,Kane,Kane,502818,17
14219,7/22/22,9/2/22,kin,4,Kane,Kane,NA,42
14219,9/2/22,3/17/24,kin,5,Kane,Piatt,NA,562
14221,1/1/22,11/13/23,kin,1,Cook,St. Clair,NA,681
14221,11/13/23,11/27/23,foster_home,2,Cook,Will,506789,14
14221,11/27/23,12/23/23,foster_home,3,Cook,Kane,502920,26
14221,12/23/23,1/16/24,foster_home,4,Cook,Kane,502846,24
14221,1/16/24,2/10/24,foster_home,5,Cook,DuPage,501335,25
14226,5/14/24,9/27/24,kin,1,Jefferson,Jefferson,NA,136
14226,9/27/24,7/1/26,kin,2,Jefferson,Jefferson,NA,642
14227,1/1/22,6/30/23,foster_home,1,Cook,Cook,501021,545
14227,6/30/23,7/4/23,foster_home,2,Cook,Kane,503193,4
14227,7/4/23,1/9/24,kin,3,Cook,Cook,NA,189
14227,1/9/24,12/29/25,kin,4,Cook,Cook,NA,720
14228,1/1/22,5/4/24,foster_home,1,Lake,Lake,503839,854
14228,5/4/24,7/1/26,foster_home,2,Lake,Lake,503830,788
14229,1/1/22,1/29/23,kin,1,Clinton,Gallatin,NA,393
14229,1/29/23,2/25/26,kin,2,Clinton,Union,NA,1123
14229,2/25/26,2/28/26,foster_home,3,Clinton,Effingham,501925,3
14229,2/28/26,3/20/26,foster_home,4,Clinton,Clinton,500578,20
14229,3/20/26,3/24/26,nonfamily,5,Clinton,Randolph,800291,4
14229,3/24/26,4/2/26,foster_home,6,Clinton,Wayne,506633,9
14229,4/2/26,4/7/26,foster_home,7,Clinton,Morgan,505333,5
14231,5/12/22,7/23/22,foster_home,1,Cook,Cook,500762,72
14231,7/23/22,10/4/24,kin,2,Cook,Henry,NA,804
14232,1/1/22,12/25/22,foster_home,1,DuPage,Stephenson,506312,358
14234,1/1/22,7/25/23,kin,1,Coles,Coles,NA,570
14234,7/25/23,8/10/23,foster_home,2,Coles,Madison,504604,16
14234,8/10/23,6/19/25,foster_home,3,Coles,De Witt,501131,679
14234,6/19/25,9/5/25,foster_home,4,Coles,Coles,500615,78
14234,9/5/25,9/23/25,foster_home,5,Coles,Boone,500155,18
14234,9/23/25,9/24/25,foster_home,6,Coles,Alexander,500069,1
14234,9/24/25,10/1/25,foster_home,7,Coles,Kendall,503394,7
14234,10/1/25,7/1/26,foster_home,8,Coles,Lawrence,504316,273
14235,1/1/22,4/19/23,foster_home,1,McHenry,McHenry,504851,473
14235,4/19/23,4/25/23,foster_home,2,McHenry,Mercer,505162,6
14235,4/25/23,5/3/23,foster_home,3,McHenry,Bureau,500264,8
14235,5/3/23,10/10/23,foster_home,4,McHenry,De Witt,501117,160
14235,10/10/23,12/19/23,foster_home,5,McHenry,McHenry,504920,70
14236,1/1/22,2/25/22,foster_home,1,Stephenson,Stephenson,506323,55
14236,2/25/22,10/8/22,kin,2,Stephenson,Stephenson,NA,225
14236,10/8/22,7/31/25,kin,3,Stephenson,Clinton,NA,1027
14236,7/31/25,1/10/26,foster_home,4,Stephenson,Stephenson,506282,163
14238,2/2/24,4/26/24,kin,1,Will,DuPage,NA,84
14238,4/26/24,12/18/25,foster_home,2,Will,Edgar,501844,601
14238,12/18/25,12/22/25,kin,3,Will,DeKalb,NA,4
14241,5/18/26,7/1/26,foster_home,1,Franklin,Moultrie,505386,44
14242,4/2/24,4/9/24,foster_home,1,Cook,Cook,500882,7
14242,4/9/24,4/10/24,nonfamily,2,Cook,Macoupin,800205,1
14242,4/10/24,7/1/26,kin,3,Cook,Cook,NA,812
14245,2/26/26,4/9/26,foster_home,1,McHenry,Pope,505641,42
14245,4/9/26,6/29/26,foster_home,2,McHenry,Iroquois,502455,81
14245,6/29/26,7/1/26,foster_home,3,McHenry,McHenry,504838,2
14247,7/17/25,7/20/25,foster_home,1,Champaign,DuPage,501624,3
14247,7/20/25,8/14/25,foster_home,2,Champaign,Washington,506600,25
14248,1/1/22,4/9/24,foster_home,1,Cook,Will,507273,829
14248,4/9/24,9/14/24,kin,2,Cook,Cook,NA,158
14249,3/26/24,7/1/26,kin,1,Kane,Kane,NA,827
14250,1/1/22,8/12/22,foster_home,1,Madison,Madison,504618,223
14250,8/12/22,8/28/22,foster_home,2,Madison,Madison,504607,16
14251,2/22/25,3/4/25,kin,1,Fulton,Grundy,NA,10
14251,3/4/25,7/13/25,foster_home,2,Fulton,Cook,500921,131
14251,7/13/25,7/1/26,foster_home,3,Fulton,Fulton,502120,353
14252,12/28/24,6/27/25,foster_home,1,DuPage,DuPage,501808,181
14252,6/27/25,6/30/25,foster_home,2,DuPage,Logan,504410,3
14252,6/30/25,7/1/26,foster_home,3,DuPage,Pulaski,505697,366
14254,1/1/22,7/5/23,foster_home,1,Kane,Kane,503063,550
14254,7/5/23,4/15/25,foster_home,2,Kane,Kane,503086,650
14254,4/15/25,4/29/25,nonfamily,3,Kane,Cook,800059,14
14256,1/1/22,1/15/24,foster_home,1,Cook,Kane,502784,744
14256,1/15/24,2/19/24,foster_home,2,Cook,Lake,503610,35
14256,2/19/24,4/22/24,nonfamily,3,Cook,Cook,800049,63
14256,4/22/24,8/31/24,foster_home,4,Cook,Kane,502886,131
14256,8/31/24,2/12/25,foster_home,5,Cook,Cass,500354,165
14256,2/12/25,7/1/26,kin,6,Cook,Cook,NA,504
14257,3/2/22,3/4/22,foster_home,1,Lake,Lake,504143,2
14257,3/4/22,6/24/22,foster_home,2,Lake,Lake,503881,112
14257,6/24/22,8/1/22,foster_home,3,Lake,Schuyler,506028,38
14257,8/1/22,2/24/23,foster_home,4,Lake,Moultrie,505358,207
14257,2/24/23,3/12/23,foster_home,5,Lake,Christian,500466,16
14257,3/12/23,8/18/25,kin,6,Lake,Lake,NA,890
14259,1/1/22,3/17/23,foster_home,1,McLean,Shelby,506117,440
14259,3/17/23,1/8/25,foster_home,2,McLean,McLean,504970,663
14259,1/8/25,7/1/26,foster_home,3,McLean,McLean,504970,539
14267,1/1/22,1/4/22,foster_home,1,McHenry,Jasper,502533,3
14267,1/4/22,1/30/22,foster_home,2,McHenry,McHenry,504823,26
14267,1/30/22,3/19/22,kin,3,McHenry,McHenry,NA,48
14267,3/19/22,3/24/24,foster_home,4,McHenry,Massac,504744,736
14268,8/11/22,2/6/25,kin,1,Vermilion,Vermilion,NA,910
14268,2/6/25,3/16/25,foster_home,2,Vermilion,Edwards,501871,38
14270,1/1/22,6/29/22,kin,1,Cook,St. Clair,NA,179
14271,11/24/24,1/29/25,foster_home,1,Winnebago,Morgan,505306,66
14271,1/29/25,1/30/25,foster_home,2,Winnebago,Edgar,501840,1
14271,1/30/25,5/25/25,foster_home,3,Winnebago,Kankakee,503293,115
14271,5/25/25,6/9/25,foster_home,4,Winnebago,Fulton,502099,15
14272,2/8/26,7/1/26,kin,1,Cook,Cook,NA,143
14273,7/18/23,7/20/23,nonfamily,1,Kane,Morgan,800259,2
14273,7/20/23,9/5/23,foster_home,2,Kane,Wayne,506653,47
14273,9/5/23,9/2/25,foster_home,3,Kane,Kane,502866,728
14273,9/2/25,7/1/26,kin,4,Kane,Kane,NA,302
14276,1/1/22,7/4/23,foster_home,1,St. Clair,Bond,500107,549
14281,1/1/22,9/10/22,kin,1,Will,Will,NA,252
14281,9/10/22,10/3/22,foster_home,2,Will,LaSalle,503537,23
14281,10/3/22,2/22/23,foster_home,3,Will,Fulton,502123,142
14281,2/22/23,1/12/26,foster_home,4,Will,Champaign,500421,1055
14282,1/1/22,10/22/23,kin,1,Lake,Lake,NA,659
14282,10/22/23,5/31/25,foster_home,2,Lake,Lake,504000,587
14282,5/31/25,6/15/25,foster_home,3,Lake,Logan,504443,15
14285,2/18/24,7/22/25,kin,1,St. Clair,St. Clair,NA,520
14285,7/22/25,7/27/25,nonfamily,2,St. Clair,De Witt,800069,5
14286,1/1/22,1/25/22,foster_home,1,Will,Iroquois,502455,24
14288,1/1/22,1/4/22,foster_home,1,Cook,Livingston,504377,3
14288,1/4/22,9/26/24,foster_home,2,Cook,Will,506993,996
14288,9/26/24,11/17/24,foster_home,3,Cook,De Witt,501133,52
14290,8/12/24,3/5/25,kin,1,Will,Will,NA,205
14290,3/5/25,7/1/26,foster_home,2,Will,Boone,500153,483
14292,5/21/26,7/1/26,foster_home,1,Cook,Lake,503829,41
14295,11/12/22,11/16/22,kin,1,DuPage,DuPage,NA,4
14295,11/16/22,11/26/22,foster_home,2,DuPage,Shelby,506129,10
14295,11/26/22,10/14/24,kin,3,DuPage,DuPage,NA,688
14295,10/14/24,3/31/26,foster_home,4,DuPage,DuPage,501403,533
14297,1/1/22,6/15/24,foster_home,1,Kane,Lawrence,504325,896
14300,3/7/26,7/1/26,kin,1,Cook,Edgar,NA,116
14301,1/1/22,6/16/23,kin,1,Cook,Cook,NA,531
14301,6/16/23,7/23/23,foster_home,2,Cook,Will,507066,37
14301,7/23/23,11/25/23,foster_home,3,Cook,DuPage,501644,125
14301,11/25/23,6/28/25,kin,4,Cook,Union,NA,581
14301,6/28/25,7/4/25,foster_home,5,Cook,DuPage,501520,6
14301,7/4/25,7/1/26,foster_home,6,Cook,Will,507112,362
14302,6/25/26,7/1/26,foster_home,1,McLean,McLean,504941,6
14303,7/18/24,7/1/26,foster_home,1,Kendall,Kendall,503392,713
14304,4/9/22,6/10/22,foster_home,1,Kankakee,Wayne,506641,62
14304,6/10/22,6/14/22,nonfamily,2,Kankakee,Piatt,800276,4
14304,6/14/22,12/12/24,kin,3,Kankakee,Union,NA,912
14304,12/12/24,7/1/26,foster_home,4,Kankakee,Scott,506103,566
14307,1/1/22,4/16/23,foster_home,1,Cook,DuPage,501286,470
14310,8/6/25,7/1/26,foster_home,1,Cook,Will,506851,329
14312,11/14/25,11/15/25,nonfamily,1,Fayette,Sangamon,800308,1
14312,11/15/25,3/2/26,foster_home,2,Fayette,Stark,506210,107
14312,3/2/26,7/1/26,foster_home,3,Fayette,Fayette,501975,121
14316,1/1/22,1/7/25,foster_home,1,Montgomery,Montgomery,505278,1102
14316,1/7/25,7/1/26,kin,2,Montgomery,McHenry,NA,540
14319,1/1/22,3/30/23,foster_home,1,Bureau,Bureau,500256,453
14319,3/30/23,10/8/25,kin,2,Bureau,Bureau,NA,923
14319,10/8/25,7/1/26,foster_home,3,Bureau,Franklin,502055,266
14321,4/11/24,6/2/24,foster_home,1,McLean,McLean,505103,52
14321,6/2/24,6/19/24,foster_home,2,McLean,McLean,505022,17
14321,6/19/24,7/1/26,foster_home,3,McLean,Calhoun,500303,742
14322,4/11/23,5/6/23,foster_home,1,Cook,Will,507241,25
14322,5/6/23,7/1/26,foster_home,2,Cook,Cook,500903,1152
14332,1/1/22,3/12/24,kin,1,Effingham,Kankakee,NA,801
14332,3/12/24,3/15/24,foster_home,2,Effingham,Effingham,501914,3
14332,3/15/24,5/13/24,foster_home,3,Effingham,Effingham,501905,59
14332,5/13/24,5/18/24,foster_home,4,Effingham,Calhoun,500298,5
14332,5/18/24,6/30/24,foster_home,5,Effingham,Perry,505531,43
14332,6/30/24,5/19/26,foster_home,6,Effingham,Cook,500692,688
14332,5/19/26,7/1/26,foster_home,7,Effingham,Madison,504614,43
14334,1/1/22,6/6/22,foster_home,1,Bureau,Bureau,500255,156
14334,6/6/22,10/24/22,kin,2,Bureau,Bureau,NA,140
14334,10/24/22,11/27/22,foster_home,3,Bureau,Kankakee,503292,34
14334,11/27/22,4/27/23,foster_home,4,Bureau,Peoria,505506,151
14336,1/1/22,5/25/22,foster_home,1,Cook,Lake,503799,144
14336,5/25/22,5/20/24,kin,2,Cook,Cook,NA,726
14336,5/20/24,7/17/24,kin,3,Cook,Cook,NA,58
14336,7/17/24,7/1/26,foster_home,4,Cook,Cook,501007,714
14337,1/1/22,3/16/24,kin,1,Cook,Randolph,NA,805
14337,3/16/24,4/1/24,foster_home,2,Cook,Will,506845,16
14337,4/1/24,4/3/26,foster_home,3,Cook,Kane,502977,732
14337,4/3/26,5/28/26,foster_home,4,Cook,Lake,503922,55
14337,5/28/26,6/19/26,foster_home,5,Cook,Randolph,505769,22
14337,6/19/26,7/1/26,kin,6,Cook,Madison,NA,12
14338,11/13/24,11/17/24,nonfamily,1,Kane,Pope,800281,4
14338,11/17/24,11/22/24,nonfamily,2,Kane,Kane,800167,5
14339,1/1/22,9/11/23,foster_home,1,Lake,Putnam,505738,618
14339,9/11/23,1/29/24,kin,2,Lake,McHenry,NA,140
14339,1/29/24,4/15/24,foster_home,3,Lake,Wayne,506655,77
14339,4/15/24,4/27/24,foster_home,4,Lake,Lake,504148,12
14342,1/1/22,4/20/22,foster_home,1,Will,Gallatin,502139,109
14342,4/20/22,5/7/22,foster_home,2,Will,De Witt,501162,17
14342,5/7/22,9/29/23,kin,3,Will,Will,NA,510
14342,9/29/23,7/1/26,foster_home,4,Will,Will,507077,1006
14344,1/26/24,4/29/24,foster_home,1,Will,Will,507143,94
14344,4/29/24,6/6/24,kin,2,Will,Will,NA,38
14344,6/6/24,12/23/24,foster_home,3,Will,Ogle,505417,200
14347,2/18/25,2/27/25,foster_home,1,Kankakee,Lake,503897,9
14348,10/12/25,7/1/26,kin,1,Williamson,Randolph,NA,262
14351,10/3/22,9/27/24,kin,1,DuPage,DuPage,NA,725
14351,9/27/24,7/1/26,kin,2,DuPage,DuPage,NA,642
14353,1/1/22,11/15/24,kin,1,Champaign,Champaign,NA,1049
14353,11/15/24,12/17/24,foster_home,2,Champaign,Coles,500626,32
14353,12/17/24,1/7/25,foster_home,3,Champaign,Jasper,502532,21
14353,1/7/25,1/31/25,foster_home,4,Champaign,Kankakee,503305,24
14353,1/31/25,2/18/25,foster_home,5,Champaign,Adams,500005,18
14354,1/1/22,12/22/22,foster_home,1,Will,Scott,506087,355
14354,12/22/22,2/22/26,foster_home,2,Will,Wabash,506514,1158
14354,2/22/26,7/1/26,foster_home,3,Will,Whiteside,506719,129
14356,1/1/22,2/24/22,foster_home,1,Cook,Kane,503193,54
14359,2/4/24,5/14/24,kin,1,Cook,Edwards,NA,100
14359,5/14/24,7/1/26,foster_home,2,Cook,Knox,503458,778
14360,3/29/26,7/1/26,kin,1,Cook,Cook,NA,94
14361,1/1/22,12/14/24,foster_home,1,Cook,Will,506981,1078
14361,12/14/24,4/3/25,kin,2,Cook,Cook,NA,110
14361,4/3/25,4/5/25,foster_home,3,Cook,Will,506902,2
14361,4/5/25,7/1/26,foster_home,4,Cook,Kane,502911,452
14362,1/1/22,7/19/22,kin,1,Lake,Lake,NA,199
14362,7/19/22,9/30/25,kin,2,Lake,Lake,NA,1169
14363,1/1/22,1/8/22,foster_home,1,Kane,Saline,505929,7
14366,1/1/22,12/25/23,kin,1,Kendall,Kendall,NA,723
14366,12/25/23,7/18/24,kin,2,Kendall,Kendall,NA,206
14366,7/18/24,7/1/26,foster_home,3,Kendall,Johnson,502727,713
14367,2/22/22,2/3/24,kin,1,DuPage,DuPage,NA,711
14367,2/3/24,2/12/24,foster_home,2,DuPage,Jackson,502523,9
14367,2/12/24,2/28/24,foster_home,3,DuPage,Kankakee,503358,16
14367,2/28/24,3/1/24,foster_home,4,DuPage,Scott,506069,2
14367,3/1/24,7/1/26,foster_home,5,DuPage,DuPage,501752,852
14369,10/28/23,7/1/26,foster_home,1,Franklin,Pulaski,505697,977
14370,4/5/22,7/25/22,foster_home,1,Will,Coles,500607,111
14370,7/25/22,5/3/25,kin,2,Will,Will,NA,1013
14370,5/3/25,6/2/25,foster_home,3,Will,Will,507171,30
14370,6/2/25,8/16/25,foster_home,4,Will,Franklin,502056,75
14370,8/16/25,8/29/25,foster_home,5,Will,Wayne,506653,13
14370,8/29/25,8/30/25,foster_home,6,Will,Will,507144,1
14370,8/30/25,9/14/25,foster_home,7,Will,Will,507164,15
14370,9/14/25,7/1/26,kin,8,Will,Fayette,NA,290
14371,9/6/25,7/1/26,kin,1,DuPage,DuPage,NA,298
14372,1/1/22,5/5/23,kin,1,DuPage,DuPage,NA,489
14375,12/13/25,12/15/25,foster_home,1,Winnebago,Carroll,500342,2
14375,12/15/25,12/17/25,foster_home,2,Winnebago,Wabash,506514,2
14375,12/17/25,12/28/25,foster_home,3,Winnebago,Fayette,501946,11
14375,12/28/25,7/1/26,kin,4,Winnebago,Jersey,NA,185
14376,1/1/22,12/30/22,kin,1,Champaign,McLean,NA,363
14376,12/30/22,2/5/26,foster_home,2,Champaign,Calhoun,500303,1133
14376,2/5/26,2/28/26,foster_home,3,Champaign,Effingham,501923,23
14376,2/28/26,3/3/26,foster_home,4,Champaign,Champaign,500404,3
14376,3/3/26,3/9/26,foster_home,5,Champaign,Champaign,500410,6
14376,3/9/26,7/1/26,foster_home,6,Champaign,Christian,500436,114
14377,9/28/22,10/8/22,foster_home,1,Kane,Douglas,501268,10
14377,10/8/22,7/4/23,kin,2,Kane,Kane,NA,269
14377,7/4/23,4/22/25,foster_home,3,Kane,Tazewell,506358,658
14379,4/20/25,12/16/25,foster_home,1,Macoupin,Macoupin,504553,240
14379,12/16/25,2/7/26,kin,2,Macoupin,Macoupin,NA,53
14379,2/7/26,4/28/26,foster_home,3,Macoupin,Kankakee,503359,80
14379,4/28/26,7/1/26,kin,4,Macoupin,Hamilton,NA,64
14380,1/1/22,11/11/22,foster_home,1,Lake,Fayette,501954,314
14380,11/11/22,11/19/22,foster_home,2,Lake,Lake,503718,8
14380,11/19/22,8/11/23,kin,3,Lake,Carroll,NA,265
14381,12/5/22,7/27/23,foster_home,1,Cook,DuPage,501430,234
14381,7/27/23,11/25/23,foster_home,2,Cook,Kane,502852,121
14381,11/25/23,5/24/26,foster_home,3,Cook,Will,506885,911
14381,5/24/26,5/26/26,foster_home,4,Cook,Lake,504049,2
14381,5/26/26,7/1/26,foster_home,5,Cook,Will,507065,36
14385,3/21/22,3/26/22,foster_home,1,Will,Knox,503454,5
14385,3/26/22,3/28/22,foster_home,2,Will,Will,507147,2
14385,3/28/22,4/28/22,foster_home,3,Will,DeKalb,501219,31
14385,4/28/22,11/10/22,foster_home,4,Will,Will,507140,196
14385,11/10/22,12/17/22,foster_home,5,Will,Massac,504748,37
14385,12/17/22,10/10/25,kin,6,Will,Will,NA,1028
14387,5/13/24,7/1/26,kin,1,Lake,Lake,NA,779
14388,12/6/22,1/23/23,foster_home,1,DuPage,Hardin,502346,48
14388,1/23/23,3/6/25,foster_home,2,DuPage,St. Clair,506147,773
14388,3/6/25,7/1/26,kin,3,DuPage,DuPage,NA,482
14390,1/3/23,6/25/25,foster_home,1,Morgan,Rock Island,505906,904
14390,6/25/25,7/1/26,kin,2,Morgan,Perry,NA,371
14392,1/1/22,4/21/23,foster_home,1,Will,Shelby,506120,475
14393,9/10/22,9/17/22,foster_home,1,Cook,DuPage,501754,7
14393,9/17/22,3/20/24,foster_home,2,Cook,Kane,502832,550
14393,3/20/24,4/21/24,foster_home,3,Cook,Will,507290,32
14398,1/1/22,9/7/23,kin,1,Jo Daviess,Jo Daviess,NA,614
14398,9/7/23,1/19/24,foster_home,2,Jo Daviess,Richland,505815,134
14398,1/19/24,4/25/25,foster_home,3,Jo Daviess,Jo Daviess,502671,462
14398,4/25/25,7/1/26,foster_home,4,Jo Daviess,Henry,502411,432
14399,1/1/22,5/6/23,foster_home,1,Lake,Lake,503865,490
14399,5/6/23,5/8/23,foster_home,2,Lake,Lake,503859,2
14399,5/8/23,5/11/26,kin,3,Lake,Lake,NA,1099
14399,5/11/26,7/1/26,kin,4,Lake,Stark,NA,51
14400,9/13/22,4/20/23,kin,1,Cook,Cook,NA,219
14400,4/20/23,8/15/25,foster_home,2,Cook,Lake,503749,848
14400,8/15/25,12/12/25,foster_home,3,Cook,Sangamon,505973,119
14400,12/12/25,12/16/25,foster_home,4,Cook,Will,506795,4
14400,12/16/25,1/24/26,kin,5,Cook,Franklin,NA,39
14400,1/24/26,7/1/26,foster_home,6,Cook,Henderson,502355,158
14401,1/1/22,6/5/22,kin,1,White,White,NA,155
14401,6/5/22,4/1/25,foster_home,2,White,Henderson,502384,1031
14401,4/1/25,4/2/25,nonfamily,3,White,Kendall,800172,1
14401,4/2/25,4/28/25,kin,4,White,White,NA,26
14401,4/28/25,7/1/26,foster_home,5,White,White,506674,429
14402,1/1/22,11/26/22,foster_home,1,Lake,Lake,504272,329
14402,11/26/22,11/1/24,foster_home,2,Lake,Washington,506617,706
14402,11/1/24,7/1/26,kin,3,Lake,St. Clair,NA,607
14404,1/1/22,4/18/23,kin,1,Cass,Ford,NA,472
14404,4/18/23,5/4/23,nonfamily,2,Cass,Hardin,800122,16
14404,5/4/23,5/22/23,foster_home,3,Cass,Ford,502003,18
14407,4/27/25,5/25/25,foster_home,1,Cook,Kane,502982,28
14407,5/25/25,6/22/25,foster_home,2,Cook,Whiteside,506740,28
14407,6/22/25,9/26/25,foster_home,3,Cook,Will,506919,96
14407,9/26/25,7/1/26,kin,4,Cook,Cook,NA,278
14413,6/5/24,7/10/24,foster_home,1,Kane,Knox,503457,35
14413,7/10/24,9/28/24,foster_home,2,Kane,Kane,503248,80
14413,9/28/24,11/8/24,foster_home,3,Kane,Jo Daviess,502674,41
14413,11/8/24,11/26/24,foster_home,4,Kane,Kane,503047,18
14413,11/26/24,7/1/26,kin,5,Kane,Kane,NA,582
14416,1/1/22,10/14/23,foster_home,1,Macon,Macon,504475,651
14416,10/14/23,12/28/23,kin,2,Macon,Edgar,NA,75
14416,12/28/23,6/14/26,foster_home,3,Macon,Macon,504475,899
14416,6/14/26,7/1/26,foster_home,4,Macon,De Witt,501154,17
14418,1/1/22,9/24/23,kin,1,Cook,Cook,NA,631
14418,9/24/23,9/26/23,foster_home,2,Cook,Will,506795,2
14421,2/15/24,2/19/24,foster_home,1,Kendall,Marshall,504667,4
14421,2/19/24,9/7/24,kin,2,Kendall,Cass,NA,201
14421,9/7/24,10/9/24,foster_home,3,Kendall,Kendall,503423,32
14421,10/9/24,11/23/24,kin,4,Kendall,Bond,NA,45
14421,11/23/24,11/28/24,foster_home,5,Kendall,Kendall,503398,5
14421,11/28/24,7/1/26,kin,6,Kendall,LaSalle,NA,580
14422,1/1/22,2/13/22,foster_home,1,Kane,Calhoun,500300,43
