id_child,removal_date,discharge_date,age_at_removal,most_recent_age,removal_county
13236,1/1/22,3/25/25,10,13,McDonough
13237,1/1/22,3/8/22,8,8,Madison
13238,1/1/22,NA,8,12,Cook
13239,1/1/22,3/15/26,1,5,Cook
13240,7/3/23,NA,5,7,Will
13241,1/1/22,2/2/26,0,4,Lake
13243,2/13/22,NA,1,5,Cumberland
13245,5/31/25,NA,15,16,Monroe
13246,6/14/24,NA,15,17,DuPage
13247,1/1/22,2/11/25,10,13,Kendall
13249,2/9/25,NA,3,4,Effingham
13250,1/1/22,7/21/25,2,5,Madison
13251,4/27/25,NA,15,16,McLean
13253,11/20/24,NA,3,4,Cook
13255,1/1/22,5/5/24,14,16,Kane
13257,1/1/22,3/29/22,1,1,DuPage
13260,1/20/23,NA,13,16,Will
13263,6/27/22,NA,13,17,Cook
13264,1/1/22,2/4/23,8,9,DuPage
13265,1/21/26,NA,3,3,Winnebago
13266,1/1/22,NA,0,4,Will
13267,1/1/22,NA,7,11,Cook
13268,1/1/22,NA,11,15,DuPage
13270,5/3/26,NA,1,1,Kendall
13275,1/1/22,11/6/25,8,11,McHenry
13277,6/8/24,6/9/24,8,8,Cook
13279,2/28/24,NA,8,10,Cook
13280,1/1/22,NA,4,8,Washington
13284,9/26/25,NA,16,16,Lake
13285,1/1/22,NA,10,14,Madison
13286,9/23/24,NA,0,1,Whiteside
13287,1/1/22,NA,5,9,DuPage
13289,1/1/22,3/3/24,13,15,Cook
13291,1/1/22,2/22/24,8,10,Kane
13293,3/14/22,9/2/23,4,5,Boone
13294,12/4/23,5/26/26,9,11,Lake
13300,6/19/26,NA,5,5,DuPage
13303,2/5/23,3/1/23,9,9,McLean
13305,8/7/22,NA,1,4,Union
13306,3/25/25,NA,3,4,Kane
13308,1/1/22,9/30/24,11,13,Will
13312,9/22/22,4/3/26,4,7,Cook
13314,1/1/22,NA,5,9,Whiteside
13315,1/1/22,1/18/24,12,14,Cook
13316,1/1/22,3/18/22,7,7,Madison
13317,8/22/24,NA,2,3,McHenry
13318,1/1/22,6/9/22,1,1,Cook
13319,2/7/22,5/20/22,1,1,Shelby
13321,1/1/22,1/27/26,11,15,Kane
13323,3/5/25,NA,6,7,Ogle
13326,3/28/25,NA,6,7,Will
13328,1/14/25,NA,12,13,DuPage
13333,5/19/25,NA,11,12,Kane
13334,6/26/23,NA,12,15,Macon
13336,1/1/22,NA,12,16,St. Clair
13337,3/17/22,NA,10,14,Will
13338,10/22/23,NA,3,5,Will
13339,9/17/25,NA,3,3,McHenry
13340,1/9/22,NA,8,12,Lake
13343,1/1/22,NA,11,15,Kane
13345,2/7/26,5/8/26,3,3,Cook
13346,1/1/22,4/7/22,14,14,Brown
13347,5/10/24,NA,15,17,Lake
13348,1/1/22,NA,12,16,Cook
13349,4/9/24,7/9/24,10,10,Knox
13352,3/2/26,NA,13,13,Kane
13357,10/20/22,10/21/22,13,13,Macoupin
13358,2/11/25,NA,1,2,Cook
13359,1/1/22,NA,2,6,Macoupin
13360,10/22/23,NA,2,4,Champaign
13361,4/10/25,NA,14,15,Kankakee
13363,1/1/22,NA,6,10,Ogle
13364,1/1/22,11/12/22,17,17,Will
13367,1/1/22,NA,12,16,Randolph
13368,6/9/23,NA,1,4,Cook
13369,1/1/22,1/2/23,7,8,Cook
13372,1/1/22,3/7/22,7,7,DuPage
13376,4/29/26,NA,16,16,Winnebago
13379,8/19/23,NA,14,16,DuPage
13390,1/1/22,8/11/23,9,10,Jo Daviess
13391,3/27/24,NA,2,4,Kankakee
13394,9/22/23,2/23/24,2,2,DuPage
13395,1/1/22,NA,9,13,Will
13396,1/1/22,12/20/25,11,14,Lake
13397,1/1/22,12/16/23,2,3,Kankakee
13398,3/11/22,NA,11,15,Will
13400,1/1/22,8/3/22,16,16,Cook
13401,1/1/22,9/6/23,2,3,McLean
13402,1/1/22,7/5/23,1,2,Cook
13404,4/1/22,6/25/22,8,8,Sangamon
13405,6/5/25,NA,9,10,DuPage
13407,1/1/22,1/8/24,9,11,Livingston
13408,7/29/23,6/8/26,0,2,Grundy
13409,1/1/22,NA,2,6,Will
13413,1/1/22,12/9/23,10,11,Cook
13414,1/1/22,NA,11,15,Kane
13415,12/12/24,NA,4,5,Kane
13416,1/1/22,8/27/24,3,5,Hamilton
13417,2/5/25,NA,8,9,DuPage
13419,1/1/22,NA,3,7,Winnebago
13422,1/1/22,6/14/22,1,1,Iroquois
13423,1/1/22,5/15/23,0,1,Kane
13424,2/9/24,NA,7,9,St. Clair
13427,1/1/22,10/25/24,7,9,Cook
13429,1/1/22,2/21/22,10,10,Knox
13430,1/1/22,6/29/24,5,7,Will
13431,6/4/22,12/13/23,8,9,Cook
13437,1/1/22,NA,2,6,Lake
13440,1/1/22,4/14/23,2,3,Clinton
13441,1/1/22,5/13/26,3,7,Will
13442,1/9/22,NA,2,6,Madison
13443,1/1/22,NA,8,12,DuPage
13444,3/27/25,NA,13,14,Vermilion
13451,9/7/22,5/3/25,11,13,DuPage
13452,1/1/22,1/19/23,0,1,Lake
13455,10/16/22,7/22/24,11,12,Cook
13458,7/12/22,6/12/24,15,16,McDonough
13459,7/5/22,5/5/26,13,16,Lake
13461,1/1/22,NA,5,9,Cook
13462,12/19/25,NA,6,6,Christian
13467,1/20/25,NA,15,16,DuPage
13470,4/10/25,4/15/25,14,14,Grundy
13471,6/17/26,NA,15,15,Cook
13472,5/17/22,5/10/23,5,5,Lake
13475,1/1/22,4/15/25,7,10,DuPage
13477,1/1/22,1/8/25,7,10,Cook
13478,4/13/22,2/27/25,8,10,LaSalle
13479,5/26/22,4/4/26,6,9,Cook
13480,11/12/25,NA,5,5,Lake
13481,9/3/23,4/3/26,7,9,DuPage
13482,3/10/24,NA,3,5,Kane
13483,2/1/22,8/10/25,5,8,Kane
13484,1/1/22,9/12/24,9,11,Wabash
13485,1/1/22,5/18/24,8,10,DuPage
13486,4/13/26,NA,6,6,Rock Island
13487,1/1/22,NA,9,13,Moultrie
13489,1/1/22,NA,2,6,Kane
13492,8/26/22,8/29/25,7,10,Lake
13493,3/23/25,NA,15,16,Williamson
13494,1/1/22,5/23/24,11,13,Cook
13495,10/14/24,NA,6,7,Will
13496,7/3/22,NA,13,16,Lake
13497,11/1/25,NA,0,0,DuPage
13498,12/25/22,NA,9,12,Cook
13499,12/21/23,NA,6,8,Henry
13503,3/24/22,1/10/26,4,7,Kane
13504,6/21/24,1/26/26,1,2,Kane
13506,1/1/22,10/20/23,13,14,Kane
13509,12/16/23,4/1/24,6,6,Champaign
13511,5/23/24,NA,13,15,McLean
13515,1/1/22,4/1/24,6,8,McHenry
13517,5/16/26,NA,15,15,Cook
13518,3/22/24,3/24/24,7,7,Kane
13519,1/1/22,NA,13,17,Kane
13520,1/1/22,1/10/22,15,15,McHenry
13524,6/4/22,NA,1,5,McHenry
13527,1/31/24,NA,15,17,Cook
13528,8/14/25,NA,12,12,Cook
13529,2/25/25,NA,11,12,St. Clair
13530,1/1/22,NA,5,9,Adams
13532,1/1/22,6/27/26,4,8,Cook
13536,2/12/26,NA,17,17,LaSalle
13537,1/1/22,NA,11,15,Will
13540,1/1/22,1/19/24,7,9,Marshall
13541,12/31/25,NA,14,14,Will
13542,5/27/26,NA,2,2,Kane
13545,1/1/22,NA,6,10,Lake
13546,1/29/25,NA,0,1,Will
13547,1/1/22,1/19/23,12,13,Cook
13551,4/22/25,NA,0,1,Will
13552,7/30/22,8/13/22,8,8,Warren
13553,10/30/22,12/21/22,16,16,Will
13555,1/1/22,6/8/24,7,9,Lake
13556,1/1/22,2/1/25,6,9,Cook
13559,3/3/26,NA,1,1,Cook
13560,3/4/26,NA,5,5,Cook
13563,1/1/22,11/17/22,16,16,Cook
13566,1/1/22,NA,4,8,Will
13568,4/7/23,NA,6,9,DeKalb
13570,10/30/24,7/25/25,8,8,DuPage
13574,1/1/22,NA,5,9,Sangamon
13576,1/1/22,7/25/23,5,6,Will
13577,7/11/24,NA,3,4,DuPage
13579,1/1/22,4/21/24,11,13,Cook
13581,1/1/22,12/9/24,7,9,Winnebago
13582,5/4/26,NA,13,13,Cook
13585,1/1/22,NA,1,5,Boone
13590,2/11/24,NA,9,11,Cook
13591,1/1/22,3/12/23,5,6,Winnebago
13592,3/25/23,NA,13,16,Boone
13595,1/1/22,7/26/25,13,16,DuPage
13603,8/19/22,4/22/25,8,10,Cook
13605,12/3/25,NA,9,9,Peoria
13606,2/26/25,NA,15,16,Cook
13607,1/1/22,5/13/26,8,12,DuPage
13608,1/1/22,2/20/22,16,16,Will
13609,1/1/22,11/3/24,9,11,Will
13611,1/1/22,NA,13,17,Lake
13612,4/8/24,NA,10,12,Kankakee
13613,1/1/22,2/11/24,8,10,Kane
13614,9/29/24,12/9/24,16,16,Cook
13617,6/8/22,NA,6,10,Marshall
13618,1/1/22,8/12/24,11,13,DuPage
13620,5/7/22,NA,0,4,Cook
13621,1/25/24,NA,12,14,Cook
13622,1/1/22,12/23/24,14,16,Lake
13624,10/18/24,11/1/25,1,2,Lake
13625,1/1/22,9/22/23,12,13,DuPage
13626,3/25/24,NA,6,8,Cook
13627,1/1/22,2/3/22,3,3,McDonough
13628,9/23/24,3/17/26,8,9,Kane
13633,1/1/22,6/25/24,0,2,Cook
13634,9/30/24,6/24/25,11,11,Coles
13636,6/28/23,2/1/24,7,7,Will
13637,5/9/24,NA,11,13,Kane
13639,1/1/22,2/14/23,11,12,LaSalle
13640,8/24/24,NA,12,13,McLean
13643,1/1/22,NA,7,11,Cook
13645,1/1/22,NA,6,10,DuPage
13646,1/1/22,1/1/25,3,6,Perry
13647,11/18/24,NA,11,12,Cook
13648,1/1/22,4/17/23,7,8,Sangamon
13650,1/1/22,NA,7,11,Will
13651,1/1/22,4/1/26,10,14,Cook
13654,1/1/22,NA,10,14,Cook
13655,10/23/24,NA,12,13,Madison
13656,2/4/24,NA,10,12,Cook
13657,2/27/22,7/6/24,3,5,Lake
13659,1/1/22,NA,9,13,Will
13661,1/1/22,12/29/23,14,15,McHenry
13662,11/26/22,NA,14,17,DuPage
13664,3/18/26,NA,12,12,Will
13668,5/15/25,10/29/25,14,14,Cook
13670,1/1/22,4/28/23,12,13,Stephenson
13671,4/17/23,NA,7,10,Cook
13677,1/1/22,NA,0,4,Cook
13681,4/20/22,4/24/25,0,3,Woodford
13682,5/14/25,NA,7,8,DuPage
13687,2/27/24,3/1/26,1,3,Sangamon
13688,1/1/22,NA,8,12,Lake
13690,1/1/22,6/7/23,1,2,Lake
13692,5/30/22,NA,2,6,Cook
13693,2/14/25,NA,7,8,Cook
13694,3/27/26,NA,14,14,Cook
13695,1/1/22,6/6/22,3,3,Will
13697,9/25/23,NA,14,16,Will
13699,5/21/24,5/21/26,4,6,McHenry
13700,1/1/22,3/8/22,2,2,Lake
13701,10/10/24,11/27/24,9,9,Cook
13702,5/29/25,NA,10,11,Cook
13703,10/19/22,NA,4,7,Cook
13704,11/15/23,7/26/25,11,12,Grundy
13705,1/1/22,5/2/24,4,6,DuPage
13707,1/18/22,NA,9,13,Kane
13708,2/19/26,NA,0,0,McHenry
13709,1/1/22,NA,4,8,Jasper
13711,2/5/26,2/8/26,0,0,Cook
13718,11/15/23,NA,8,10,Sangamon
13719,12/16/22,4/30/23,12,12,DuPage
13720,5/16/25,NA,7,8,DuPage
13721,6/22/25,NA,12,13,Cook
13724,1/1/22,12/11/22,7,7,Alexander
13727,7/28/23,NA,12,14,Lake
13733,7/8/22,10/17/22,4,4,Pulaski
13736,12/18/25,NA,5,5,Cook
13737,1/1/22,NA,3,7,Cook
13739,2/20/24,NA,6,8,DuPage
13740,3/8/26,NA,13,13,Madison
13743,1/1/22,NA,11,15,Kane
13745,7/21/23,NA,14,16,Lake
13746,1/1/22,1/16/22,14,14,Champaign
13747,12/21/22,1/5/23,14,14,Kane
13749,8/2/24,5/15/25,13,13,Kane
13750,10/6/23,NA,0,2,Kane
13751,1/1/22,NA,8,12,Cook
13752,12/4/22,10/24/24,0,1,Cook
13753,1/1/22,NA,13,17,Rock Island
13756,1/1/22,NA,4,8,McHenry
13757,9/5/25,NA,9,9,Perry
13759,12/24/24,NA,2,3,Edgar
13761,1/1/22,NA,0,4,Sangamon
13762,12/24/25,NA,12,12,Lake
13763,1/1/22,1/29/23,15,16,Cook
13764,1/1/22,12/3/23,8,9,Lake
13765,1/1/22,NA,5,9,Peoria
13766,1/1/22,9/13/22,13,13,Fulton
13770,6/30/25,7/25/25,0,0,Livingston
13772,3/7/25,NA,8,9,Tazewell
13773,8/11/22,NA,0,3,Cook
13775,1/24/26,NA,12,12,Cook
13776,1/1/22,3/4/25,8,11,Will
13777,1/1/22,NA,5,9,Kane
13780,1/1/22,1/22/22,10,10,Cook
13781,12/24/23,2/17/24,13,13,Perry
13783,4/27/23,NA,13,16,Cook
13784,1/16/24,NA,4,6,Bureau
13785,1/1/22,NA,3,7,Cook
13787,1/1/22,9/27/22,14,14,Winnebago
13788,3/25/22,12/11/22,8,8,LaSalle
13789,9/14/24,NA,11,12,Peoria
13792,7/13/24,NA,13,14,Madison
13793,1/1/22,NA,5,9,Cook
13794,1/1/22,4/23/24,9,11,Grundy
13795,1/1/22,12/3/25,11,14,McHenry
13796,1/1/22,NA,10,14,Boone
13798,12/30/25,NA,3,3,Cook
13799,6/15/22,5/20/26,7,10,Cook
13801,12/30/22,NA,0,3,DuPage
13804,12/12/23,NA,4,6,DuPage
13805,2/9/22,NA,3,7,Williamson
13806,5/23/22,NA,13,17,Logan
13807,1/1/22,7/2/22,13,13,Cook
13812,1/1/22,8/13/24,2,4,Lee
13816,3/31/25,NA,13,14,McHenry
13817,6/9/26,NA,10,10,Lake
13818,8/17/24,NA,7,8,Winnebago
13820,1/22/22,NA,6,10,Peoria
13821,5/6/22,NA,3,7,Will
13823,10/14/23,NA,12,14,Lake
13825,1/1/22,NA,3,7,Washington
13826,9/4/22,NA,5,8,Cook
13827,1/1/22,4/22/24,6,8,Cook
13828,10/19/22,NA,2,5,St. Clair
13829,1/1/22,10/9/24,3,5,Champaign
13830,5/18/26,NA,4,4,Cook
13831,9/25/24,NA,1,2,Will
13832,12/4/24,12/15/24,17,17,McLean
13833,5/17/23,4/17/26,10,12,Lake
13834,5/6/26,NA,8,8,Wabash
13836,1/1/22,6/14/24,10,12,Madison
13837,1/1/22,2/18/23,10,11,DuPage
13838,7/3/25,8/7/25,5,5,Cook
13840,1/1/22,NA,1,5,DuPage
13841,4/20/24,NA,15,17,Cook
13843,12/9/25,NA,9,9,Cook
13844,10/8/25,NA,17,17,DuPage
13845,4/17/22,6/4/22,5,5,Rock Island
13846,1/1/22,1/8/23,13,14,Edgar
13848,7/22/23,NA,12,14,Lake
13849,11/9/24,NA,9,10,Will
13850,1/1/22,NA,9,13,Cook
13851,9/14/24,NA,10,11,McHenry
13853,1/5/25,5/8/26,9,10,DuPage
13855,8/15/24,NA,3,4,Lake
13857,2/18/26,NA,10,10,Piatt
13860,1/1/22,NA,11,15,Madison
13862,1/1/22,12/5/25,4,7,Champaign
13863,6/27/25,NA,5,6,Cook
13864,1/1/22,NA,4,8,Cook
13865,1/1/22,NA,12,16,Coles
13869,1/24/26,NA,5,5,Boone
13870,1/1/22,2/24/24,10,12,Champaign
13871,12/4/23,6/19/25,14,15,DuPage
13874,1/1/22,9/9/22,9,9,Cook
13875,1/1/22,2/23/26,12,16,Will
13876,7/1/24,NA,0,2,Will
13877,4/12/24,3/25/26,6,7,Cook
13879,7/20/23,NA,0,2,Peoria
13880,1/2/25,NA,9,10,Cook
13881,11/24/22,NA,0,3,Kendall
13884,1/1/22,9/6/24,3,5,Boone
13885,1/1/22,NA,7,11,Montgomery
13888,6/22/25,NA,16,17,Winnebago
13891,1/1/22,NA,0,4,DuPage
13899,8/10/22,NA,10,13,Cook
13901,1/1/22,7/19/22,17,17,Knox
13902,3/7/25,10/6/25,1,1,Cook
13903,9/29/22,NA,9,12,Jackson
13908,1/1/22,3/2/22,10,10,Will
13909,1/1/22,12/4/25,1,4,Lake
13910,9/6/22,NA,12,15,Logan
13911,1/1/22,NA,12,16,Cook
13912,2/3/22,NA,11,15,Lake
13917,1/1/22,2/15/22,10,10,Cook
13918,3/11/24,NA,12,14,Cook
13919,1/1/22,10/23/25,7,10,Madison
13920,1/1/22,3/5/24,8,10,Kane
13922,3/18/22,6/16/25,6,9,Will
13923,1/1/22,6/1/24,12,14,Tazewell
13924,5/21/25,NA,3,4,Warren
13925,3/31/23,9/27/25,12,14,Will
13927,3/6/26,NA,10,10,Kendall
13930,1/1/22,3/22/24,6,8,Cook
13931,1/1/22,3/5/24,11,13,DuPage
13932,11/14/25,NA,1,1,Cook
13934,3/3/24,NA,1,3,Cook
13937,4/13/26,NA,8,8,Cook
13939,5/30/22,NA,13,17,DuPage
13940,8/5/22,NA,0,3,Lake
13943,1/1/22,NA,3,7,McLean
13945,1/1/22,10/19/22,15,15,Kendall
13948,1/1/22,8/10/25,12,15,DuPage
13949,4/6/23,9/28/23,3,3,Wayne
13951,9/1/25,NA,10,10,St. Clair
13952,1/1/22,NA,9,13,Cook
13955,6/24/23,10/20/23,12,12,Lake
13957,1/1/22,3/14/24,5,7,DuPage
13959,1/1/22,4/1/24,1,3,Will
13961,5/30/25,NA,14,15,Williamson
13962,6/10/25,NA,11,12,Cook
13963,1/1/22,1/19/25,7,10,Lake
13964,7/11/23,NA,7,9,De Witt
13970,1/1/22,2/14/23,15,16,Cook
13976,1/1/22,NA,10,14,McHenry
13978,1/1/22,6/8/24,7,9,Kendall
13980,5/5/24,1/1/25,6,6,Kane
13982,1/1/22,3/27/23,6,7,Putnam
13983,10/12/23,NA,3,5,Cook
13984,10/13/22,NA,0,3,Marshall
13985,12/28/24,NA,12,13,Sangamon
13986,1/1/22,5/15/25,1,4,Lake
13987,1/1/22,NA,13,17,Cook
13992,3/11/23,NA,3,6,Lake
13993,11/7/23,NA,5,7,Cook
13994,1/1/22,1/23/22,4,4,Lake
13996,10/11/23,11/11/23,6,6,Vermilion
13997,6/12/25,NA,8,9,Cook
13998,1/1/22,2/18/22,5,5,DuPage
13999,6/28/24,NA,9,11,Whiteside
14000,6/16/24,NA,0,2,Cook
14002,12/22/23,NA,10,12,Macon
14003,1/1/22,6/21/26,9,13,Warren
14004,9/22/25,NA,8,8,Winnebago
14005,10/14/23,NA,13,15,Cook
14006,7/7/23,8/23/23,8,8,Will
14007,10/8/24,NA,12,13,Kendall
14010,6/27/24,NA,7,9,Cook
14012,1/1/22,10/8/23,3,4,Whiteside
14016,5/11/25,NA,7,8,Sangamon
14017,1/1/22,7/29/25,1,4,DuPage
14018,8/15/24,NA,9,10,Sangamon
14021,1/24/26,1/28/26,17,17,Madison
14022,1/1/22,3/2/23,0,1,Cook
14026,1/1/22,6/1/25,14,17,Madison
14027,1/1/22,NA,12,16,Montgomery
14028,1/1/22,3/13/22,16,16,Grundy
14030,5/16/24,9/14/25,12,13,LaSalle
14034,4/30/26,NA,1,1,Madison
14035,5/7/22,5/14/25,7,10,Kane
14036,1/1/22,3/11/24,4,6,Lake
14038,1/1/22,NA,9,13,Cook
14040,1/1/22,10/16/22,6,6,Vermilion
14042,8/8/23,11/23/23,10,10,Kendall
14043,6/10/22,NA,9,13,LaSalle
14044,3/9/26,NA,10,10,Cook
14045,1/1/22,NA,6,10,Cook
14046,4/27/23,7/29/23,9,9,Kane
14047,1/1/22,9/7/23,5,6,Cook
14048,7/3/22,8/20/22,1,1,Kendall
14049,1/1/22,12/31/22,4,4,Kane
14050,1/1/22,NA,3,7,DuPage
14053,1/24/25,NA,5,6,Lake
14055,1/1/22,3/23/22,1,1,Madison
14057,1/1/22,9/29/24,11,13,Cook
14059,8/17/23,8/25/23,0,0,Cook
14061,10/25/22,3/22/25,11,13,Will
14064,5/4/25,NA,13,14,Cook
14065,1/1/22,NA,1,5,Cook
14066,1/1/22,12/26/24,13,15,McLean
14067,1/12/26,NA,16,16,Kane
14069,1/1/22,2/2/24,11,13,DuPage
14070,1/1/22,NA,4,8,DuPage
14074,5/8/22,12/29/25,8,11,McHenry
14075,3/16/24,NA,4,6,Adams
14076,1/1/22,9/16/23,0,1,Cook
14077,12/9/25,NA,12,12,Jasper
14078,1/1/22,8/13/23,6,7,Cook
14080,7/11/24,NA,14,15,Cook
14089,1/1/22,4/21/25,6,9,DuPage
14093,6/21/23,NA,7,10,Grundy
14096,3/20/23,6/7/23,10,10,Cook
14097,12/31/22,7/11/25,1,3,Macon
14098,1/1/22,NA,13,17,Stephenson
14100,1/1/22,7/14/23,1,2,Will
14104,1/1/22,NA,3,7,McLean
14105,2/1/22,NA,13,17,DuPage
14108,1/1/22,NA,7,11,Will
14109,1/1/22,1/12/23,14,15,Douglas
14110,10/14/22,NA,12,15,DuPage
14111,7/9/23,NA,4,6,Cook
14112,6/19/26,NA,1,1,Richland
14113,1/1/22,7/7/24,14,16,DuPage
14116,1/1/22,10/7/25,12,15,Winnebago
14118,3/18/25,NA,3,4,Cook
14121,11/12/22,NA,6,9,Mercer
14122,1/1/22,8/7/22,0,0,Fulton
14123,1/1/22,1/27/24,5,7,Knox
14125,1/1/22,12/8/22,12,12,Lake
14126,1/1/22,1/23/25,1,4,LaSalle
14127,1/1/22,1/14/26,4,8,DuPage
14131,7/23/25,NA,14,14,DuPage
14132,1/27/23,8/9/25,7,9,Calhoun
14133,5/26/25,NA,4,5,Menard
14134,8/2/23,NA,7,9,Will
14136,4/11/25,8/6/25,11,11,Peoria
14137,5/25/26,NA,2,2,DuPage
14140,5/17/26,NA,13,13,Cook
14141,1/1/22,NA,9,13,McHenry
14142,1/1/22,NA,10,14,DuPage
14147,8/17/24,NA,11,12,Cook
14149,1/1/22,NA,9,13,Ford
14153,1/1/22,5/19/25,4,7,St. Clair
14154,1/17/25,8/28/25,13,13,Ogle
14159,1/1/22,9/25/25,11,14,Will
14160,1/1/22,8/14/25,4,7,Cook
14161,7/19/23,8/8/23,8,8,Madison
14165,7/12/22,NA,0,3,Cook
14169,1/1/22,6/24/22,2,2,Cook
14170,1/1/22,NA,8,12,Franklin
14172,1/1/22,2/10/24,15,17,Cook
14173,9/4/22,10/25/22,2,2,DuPage
14175,8/25/24,NA,11,12,DuPage
14176,1/1/22,6/25/26,9,13,DuPage
14179,8/3/25,8/30/25,4,4,Cook
14183,2/28/25,NA,7,8,Cook
14184,11/13/23,7/25/25,4,5,Jefferson
14185,7/9/25,NA,2,2,Union
14189,12/14/24,NA,16,17,Douglas
14191,1/1/22,1/13/24,14,16,Will
14199,1/20/26,NA,3,3,Lake
14200,8/29/22,NA,7,10,Cook
14203,1/1/22,10/4/22,6,6,Lake
14207,1/1/22,5/2/23,7,8,Franklin
14208,1/1/22,1/7/24,9,11,Lake
14210,3/27/24,8/12/24,6,6,Will
14212,1/1/22,10/30/22,10,10,Will
14213,9/7/25,NA,11,11,Cook
14214,1/1/22,7/20/23,8,9,Kane
14216,1/1/22,NA,8,12,Cook
14218,6/20/22,7/2/22,4,4,McHenry
14219,1/1/22,3/17/24,8,10,Kane
14221,1/1/22,2/10/24,2,4,Cook
14226,5/14/24,NA,7,9,Jefferson
14227,1/1/22,12/29/25,5,8,Cook
14228,1/1/22,NA,3,7,Lake
14229,1/1/22,4/7/26,13,17,Clinton
14231,5/12/22,10/4/24,5,7,Cook
14232,1/1/22,12/25/22,12,12,DuPage
14234,1/1/22,NA,3,7,Coles
14235,1/1/22,12/19/23,4,5,McHenry
14236,1/1/22,1/10/26,10,14,Stephenson
14238,2/2/24,12/22/25,16,17,Will
14241,5/18/26,NA,4,4,Franklin
14242,4/2/24,NA,7,9,Cook
14245,2/26/26,NA,4,4,McHenry
14247,7/17/25,8/14/25,2,2,Champaign
14248,1/1/22,9/14/24,12,14,Cook
14249,3/26/24,NA,8,10,Kane
14250,1/1/22,8/28/22,0,0,Madison
14251,2/22/25,NA,12,13,Fulton
14252,12/28/24,NA,16,17,DuPage
14254,1/1/22,4/29/25,3,6,Kane
14256,1/1/22,NA,5,9,Cook
14257,3/2/22,8/18/25,14,17,Lake
14259,1/1/22,NA,8,12,McLean
14267,1/1/22,3/24/24,0,2,McHenry
14268,8/11/22,3/16/25,13,15,Vermilion
14270,1/1/22,6/29/22,6,6,Cook
14271,11/24/24,6/9/25,4,4,Winnebago
14272,2/8/26,NA,0,0,Cook
14273,7/18/23,NA,2,4,Kane
14276,1/1/22,7/4/23,15,16,St. Clair
14281,1/1/22,1/12/26,13,17,Will
14282,1/1/22,6/15/25,11,14,Lake
14285,2/18/24,7/27/25,2,3,St. Clair
14286,1/1/22,1/25/22,6,6,Will
14288,1/1/22,11/17/24,12,14,Cook
14290,8/12/24,NA,10,11,Will
14292,5/21/26,NA,1,1,Cook
14295,11/12/22,3/31/26,10,13,DuPage
14297,1/1/22,6/15/24,5,7,Kane
14300,3/7/26,NA,6,6,Cook
14301,1/1/22,NA,3,7,Cook
14302,6/25/26,NA,0,0,McLean
14303,7/18/24,NA,10,11,Kendall
14304,4/9/22,NA,3,7,Kankakee
14307,1/1/22,4/16/23,8,9,Cook
14310,8/6/25,NA,6,6,Cook
14312,11/14/25,NA,3,3,Fayette
14316,1/1/22,NA,4,8,Montgomery
14319,1/1/22,NA,8,12,Bureau
14321,4/11/24,NA,0,2,McLean
14322,4/11/23,NA,13,16,Cook
14332,1/1/22,NA,3,7,Effingham
14334,1/1/22,4/27/23,9,10,Bureau
14336,1/1/22,NA,13,17,Cook
14337,1/1/22,NA,2,6,Cook
14338,11/13/24,11/22/24,8,8,Kane
14339,1/1/22,4/27/24,0,2,Lake
14342,1/1/22,NA,9,13,Will
14344,1/26/24,12/23/24,14,14,Will
14347,2/18/25,2/27/25,3,3,Kankakee
14348,10/12/25,NA,12,12,Williamson
14351,10/3/22,NA,1,4,DuPage
14353,1/1/22,2/18/25,6,9,Champaign
14354,1/1/22,NA,9,13,Will
14356,1/1/22,2/24/22,1,1,Cook
14359,2/4/24,NA,13,15,Cook
14360,3/29/26,NA,11,11,Cook
14361,1/1/22,NA,0,4,Cook
14362,1/1/22,9/30/25,5,8,Lake
14363,1/1/22,1/8/22,17,17,Kane
14366,1/1/22,NA,11,15,Kendall
14367,2/22/22,NA,0,4,DuPage
14369,10/28/23,NA,8,10,Franklin
14370,4/5/22,NA,1,5,Will
14371,9/6/25,NA,5,5,DuPage
14372,1/1/22,5/5/23,8,9,DuPage
14375,12/13/25,NA,0,0,Winnebago
14376,1/1/22,NA,12,16,Champaign
14377,9/28/22,4/22/25,14,16,Kane
14379,4/20/25,NA,1,2,Macoupin
14380,1/1/22,8/11/23,8,9,Lake
14381,12/5/22,NA,9,12,Cook
14385,3/21/22,10/10/25,2,5,Will
14387,5/13/24,NA,3,5,Lake
14388,12/6/22,NA,12,15,DuPage
14390,1/3/23,NA,10,13,Morgan
14392,1/1/22,4/21/23,13,14,Will
14393,9/10/22,4/21/24,8,9,Cook
14398,1/1/22,NA,7,11,Jo Daviess
14399,1/1/22,NA,11,15,Lake
14400,9/13/22,NA,10,13,Cook
14401,1/1/22,NA,10,14,White
14402,1/1/22,NA,4,8,Lake
14404,1/1/22,5/22/23,6,7,Cass
14407,4/27/25,NA,12,13,Cook
14413,6/5/24,NA,1,3,Kane
14416,1/1/22,NA,0,4,Macon
14418,1/1/22,9/26/23,10,11,Cook
14421,2/15/24,NA,8,10,Kendall
14422,1/1/22,4/5/24,14,16,Kane
14423,1/1/22,NA,4,8,Cook
14426,1/1/22,9/21/24,13,15,DuPage
14427,1/1/22,5/21/23,9,10,Will
14433,1/1/22,NA,11,15,Randolph
14435,1/1/22,3/3/22,15,15,Brown
14436,7/27/22,7/26/25,9,11,Cook
14439,1/1/22,5/4/26,7,11,Kane
14442,3/1/25,NA,11,12,McLean
